game_id,game_provider_id,provider,name_en,site_cat,eff_weight,ov_weight,ov_featured,is_enabled,device,reason
8,1048,GamePlayLiveCasino,Tiger Baccarat 1,casino,9983,,,1,"d,m",provider_absent
17,1050,BoleGaming,BAI CAO,casino,9983,,,1,"d,m",provider_absent+no_php_usd
43,1054,LambdaGaming,Star Queen,other,9983,,,1,d/m,provider_absent
38,1056,Phoenix7,PACHINCUP,slot,9983,,,1,d/m,provider_absent
16,1057,CC88,1c JuFuNaCai-Blooming Riches,slot,9983,,,1,d/m,provider_absent
74,1059,ClotPlay,Fortune Overflow,slot,9983,,,1,d/m,provider_absent
66,1060,PegasusSlot,Xiangqi Warfare,slot,9983,,,1,d/m,provider_absent
86,1062,DragoonSoft,Super Hoo Hey How,slot,9983,,,1,"d,m",provider_absent
4,1064,ViaCasino,Lucky Natural,casino,9983,,,1,"d,m",provider_absent
61,1065,NagaGames,Surf Monkey,slot,9983,,,1,d/m,provider_absent
45,1066,Nextspin,Big Cai Shen,slot,9983,,,1,"d,m",provider_absent
76,1068,TomHorn,Triple Up,slot,9983,,,1,d/m,provider_absent
12,1072,Spribe,Trader,other,9983,,,1,d/m,game_absent
21,1075,PoggiPlay,Bust a Nut,slot,9983,,,1,d/m,provider_absent
48,1079,Fastspin,Poker Ways,poker,9983,,,1,"d,m",provider_absent
69,1081,Apollo,Sherlock's Secret,slot,9983,,,1,"d,m",provider_absent
6,1082,Vgaming,Happy Fish,slot,9983,,,1,"d,m",provider_absent
25,1084,SPlus,Neon Zone,slot,9983,,,1,"d,m",provider_absent
15,1088,Ezugi,Baccarat Super 6,casino,9983,,,1,d/m,provider_absent
88,1089,RoyalSlotGaming,Chinese New Year 3,slot,9983,,,1,"d,m",provider_absent
9,1091,IDNSlot,Master Cook,slot,9983,,,1,d/m,provider_absent
15,1092,IDNLive,Europe Dragon Tiger,casino,9983,,,1,d/m,provider_absent
9,1098,MikiWorldLiveCasino,Neptune Baccarat,casino,9983,,,0,d/m,provider_absent
58,5,BigGaming,Red Black B12,casino,9982,,,1,d/m,provider_absent
17,7,SexyGaming,SexyBaccarat04,casino,9982,,,1,d/m,provider_absent
178,10,JokerGaming,Bali,slot,9982,,,1,d/m,provider_absent
809,13,WorldMatch,Sultan,slot,9982,,,1,d/m,provider_absent
71,14,SBOSlot,Money�Farm,slot,9982,,,1,d/m,provider_absent+no_php_usd
318,16,FunkyGames,Gems of Zeus,slot,9982,,,1,d/m,game_absent
